#{"t_start": 1790202046.5118334, "env_id": "None"}
r,l,t
-109.01853,58,938.373583
-77.20629,51,938.50917
-69.17122,52,938.538377
-84.742645,55,938.569954
-84.33887,51,938.570012
-99.69144,56,938.814474
-77.49286,51,938.829432
-85.80535,46,938.920805
-78.621506,47,939.029999
-74.82628,49,939.061839
-87.842995,57,939.243513
-93.77814,49,939.289354
-67.52108,49,939.320658
-108.59127,57,939.383059
-104.73912,55,939.41302
-88.20752,46,939.627967
-85.07079,55,939.676494
-104.225105,57,939.692409
-86.16023,48,939.768869
-94.29658,47,939.784185
-85.14527,50,940.012227
-83.901886,52,940.089915
-90.77948,48,940.119228
-101.23667,52,940.119281
-96.498344,49,940.165379
-70.445114,35,940.212883
-102.336365,45,940.377784
-82.36926,53,940.440169
-87.918594,45,940.455481
-89.31611,49,940.532041
-72.029465,50,940.77193
-84.868355,47,940.807488
-66.4169,50,940.884094
-71.62671,50,940.884179
-79.96424,46,940.913024
-93.9178,51,940.942304
-69.890045,43,941.096555
-97.57922,54,941.20577
-93.056496,53,941.263871
-70.42389,38,941.357546
-86.25572,55,941.373961
-72.71399,49,941.562999
-68.420105,44,941.626384
-103.1407,52,941.687099
-87.3194,54,941.748003
-133.0299,63,941.854444
-82.7426,50,941.870186
-70.063156,48,941.946815
-97.324524,47,942.096872
-65.15764,54,942.096958
-98.48906,57,942.23035
-85.80832,50,942.321321
-70.881714,45,942.365464
-75.25333,51,942.394731
-84.85892,53,942.549026
-84.253555,48,942.579068
-86.766525,52,942.658869
-89.509796,55,942.782601
-84.26465,49,942.845526
-81.19382,48,942.968032
-96.26754,58,942.98296
-62.373352,44,943.042684
-86.26101,45,943.090719
-83.32639,55,943.169297
-74.93291,46,943.288445
-90.453674,51,943.335871
-85.597664,54,943.486812
-87.525406,56,943.636692
-88.17828,54,943.66732
-85.373566,50,943.743883
-54.186512,54,943.789318
-86.26157,50,943.805064
-86.11099,49,943.837728
-81.07271,56,944.024443
-91.03192,47,944.054775
-76.238,51,944.069811
-78.40235,51,944.269274
-79.80729,51,944.420466
-99.41474,51,944.451403
-86.84631,44,944.481866
-70.76049,51,944.528014
-72.135574,36,944.622037
-86.48636,55,944.639277
-71.58321,43,944.684235
-125.74298,58,944.730302
-87.47372,51,944.838407
-79.514145,48,945.012316
-75.02909,39,945.147422
-73.69223,50,945.206981
-91.889854,53,945.31636
-100.79989,56,945.331701
-65.68371,45,945.391229
-92.6558,52,945.437073
-93.2697,54,945.483611
-100.61964,49,945.499636
-87.36824,51,945.639143
-64.023224,48,945.756425
-75.90936,46,945.845701
-75.34854,49,946.067142
-84.23652,59,946.097721
-87.05018,53,946.112109
-84.83624,49,946.127343
-64.05601,46,946.173882
-101.85443,54,946.246729
-117.65552,62,946.433353
-86.082405,55,946.46297
-69.35997,48,946.477692
-89.38898,49,946.585118
-73.2767,47,946.845479
-96.23715,51,946.89201
-78.29068,56,946.921141
-77.613266,53,946.981567
-72.07377,49,946.996601
-88.91219,59,946.996644
-63.642864,38,947.162837
-69.01642,49,947.22215
-87.17528,52,947.222225
-98.37012,52,947.253361
-71.04866,42,947.485536
-70.23803,46,947.594
-86.01179,49,947.671485
-83.56216,46,947.686917
-77.48125,52,947.792874
-102.60405,53,947.809406
-78.09823,39,947.856136
-77.56401,42,947.871581
-87.362656,43,947.887757
-80.237236,50,947.933163
-69.86228,49,948.235723
-83.58181,51,948.377876
-80.54343,49,948.437731
-76.96575,52,948.468806
-85.83096,43,948.468864
-81.317474,53,948.608858
-89.36586,49,948.62392
-70.73222,50,948.654671
-78.87733,48,948.670651
-87.54754,54,948.685473
-72.70813,49,949.00492
-79.13209,51,949.17095
-101.38579,51,949.263102
-76.68206,44,949.296491
-99.08682,59,949.357321
-70.377426,47,949.388032
-107.39125,61,949.418315
-103.49684,53,949.450396
-64.882645,49,949.450452
-88.06764,52,949.481957
-88.64765,49,949.757169
-65.361115,45,949.957632
-67.11211,52,949.97226
-71.637375,46,950.067498
-92.55711,46,950.098131
-96.8574,53,950.113071
-87.85676,52,950.218541
-85.405464,51,950.234891
-56.861546,50,950.250728
-84.7255,57,950.332751
-79.05967,54,950.594682
-90.62955,50,951.176489
-101.93264,52,951.221112
-85.98501,49,951.265867
-70.905396,38,951.265931
-79.11291,47,951.281629
-71.9103,52,951.344286
-83.87485,46,951.403882
-82.59396,42,951.420408
-91.34585,49,951.420446
-69.16275,42,951.681084
-92.85668,43,951.922791
-58.80537,47,951.980009
-85.80826,51,951.994294
-104.2323,59,952.071355
-83.65071,53,952.086972
-79.00972,47,952.132408
-106.118324,58,952.22153
-90.514336,55,952.251677
-98.13422,57,952.26669
-69.213615,51,952.44063
-81.81114,44,952.578398
-67.852715,43,952.639959
-84.565926,50,952.729503
-73.39392,50,952.82158
-84.829926,51,952.851764
-68.66751,51,952.896864
-65.94528,49,952.95622
-78.779945,52,953.047399
-97.94653,54,953.062498
-72.5804,38,953.216095
-75.99274,45,953.261387
-106.28574,58,953.32311
-76.241165,46,953.429793
-66.05858,50,953.579513
-80.20284,47,953.608969
-97.34543,56,953.697993
-70.40771,49,953.788247
-87.2005,59,953.850239
-85.857124,54,953.880473
-77.98334,50,953.970405
-81.810905,45,954.001094
-74.918396,52,954.048439
-100.33687,52,954.213638
-79.22603,51,954.34838
-94.15919,56,954.455663
-91.188545,51,954.471743
-76.52209,46,954.578571
-100.98953,53,954.593715
-93.59478,55,954.692026
-81.24157,47,954.724271
-83.38039,55,954.820269
-94.843704,56,954.914511
-72.56677,49,954.981449
-91.79648,48,955.114626
-60.942135,48,955.247128
-79.34413,56,955.358311
-62.76287,49,955.486779
-92.098694,56,955.502427
-107.945,60,955.551942
-94.953255,47,955.583638
-65.73178,44,955.630259
-94.85744,58,955.660563
-69.97058,49,955.758493
-91.394264,48,955.863488
-79.38985,44,955.921544
-76.01733,51,956.130522
-89.7764,50,956.23408
-104.12409,54,956.311292
-83.10837,50,956.32643
-72.425476,49,956.386735
-77.71571,51,956.386808
-78.18831,57,956.402235
-94.67917,56,956.593104
-73.03839,51,956.623437
-80.46693,53,956.716523
-78.745255,46,956.822166
-73.6154,44,956.898176
-94.97181,55,957.140159
-96.64781,55,957.154581
-73.47671,52,957.169833
-81.0177,51,957.169873
-91.12797,58,957.262645
-69.50947,42,957.262733
-76.44173,46,957.412391
-77.22098,42,957.461368
-91.28466,58,957.477237
-68.90426,50,957.662295
-74.45514,47,957.875245
-87.12272,51,957.948984
-85.268936,54,957.964376
-87.6462,53,957.979153
-84.958015,52,958.054779
-108.71584,59,958.157924
-97.695564,48,958.188199
-75.3768,52,958.203674
-92.62554,54,958.292857
-86.87579,46,958.352581
-68.60075,43,958.522297
-81.728226,47,958.691923
-99.91084,51,958.723615
-77.40163,45,958.739317
-86.26012,55,958.8048
-72.17272,43,958.864958
-56.044952,54,958.983541
-72.92206,55,959.031325
-97.83685,50,959.060927
-92.5047,58,959.243307
-67.58603,52,959.318618
-86.59514,44,959.392922
-76.0179,48,959.422419
-78.50737,50,959.557326
-90.294235,47,959.572091
-82.69101,56,959.586896
-52.399082,38,959.603734
-80.83532,50,959.737217
-98.55486,52,959.848302
-88.42978,58,960.122517
-108.34605,46,960.122607
-86.70767,55,960.153583
-78.25575,43,960.214478
-92.870766,60,960.305795
-87.75467,48,960.305887
-72.18903,52,960.379005
-65.420715,45,960.426564
-78.89072,55,960.442932
-94.541374,51,960.623192
-77.08107,44,960.819457
-74.892586,48,960.850249
-79.035355,48,960.850305
-90.64687,51,960.987041
-82.26449,42,961.062526
-100.986336,50,961.062608
-95.04371,49,961.124088
-102.68994,55,961.138944
-76.98237,51,961.214931
-74.28669,54,961.442596
-63.972065,42,961.458297
-73.94241,47,961.5666
-104.692406,56,961.70469
-83.11056,47,961.70478
-79.62528,47,961.782379
-76.297874,50,961.828163
-104.90341,48,961.859082
-87.0403,56,962.006082
-91.11227,54,962.052149
-65.56496,46,962.156184
-86.19981,51,962.248052
-57.17171,45,962.263278
-80.440384,43,962.367319
-75.931015,44,962.38302
-76.51538,43,962.444384
-84.027466,48,962.568564
-71.7639,41,962.630073
-89.87073,38,962.630148
-99.161606,59,962.768381
-119.734856,53,962.959732
-85.12214,50,963.005248
-84.19516,52,963.050708
-84.710846,46,963.065332
-58.271,46,963.080152
-73.930145,43,963.277208
-64.963104,47,963.277297
-80.00697,59,963.339708
-98.648834,55,963.46484
-91.570206,51,963.537592
-69.353645,45,963.696034
-77.94708,41,963.696139
-79.10838,54,963.88192
-101.135704,62,963.915547
-78.574936,57,963.963501
-72.525116,51,964.074028
-92.69179,51,964.074119
-80.62776,47,964.074132
-74.05628,43,964.139822
-62.779053,45,964.423898
-89.32179,55,964.423987
-94.41964,59,964.654169
-89.248825,47,964.686415
-75.005424,54,964.770131
-76.173836,54,964.851834
-90.115395,50,964.902385
-81.67053,51,964.919363
-75.55073,48,964.935031
-91.90531,54,964.970963
-74.0746,40,965.086437
-88.98243,50,965.249689
-90.180916,52,965.516927
-68.34635,51,965.533543
-78.339516,43,965.567123
-88.32329,56,965.700739
-84.143364,45,965.717798
-97.17145,53,965.783728
-97.89595,54,965.816139
-78.23462,56,965.864045
-83.08091,51,965.931841
-73.147255,47,966.031438
-80.39227,51,966.359523
-98.53621,53,966.409702
-68.20239,55,966.474123
-68.81111,47,966.491452
-77.97423,51,966.979817
-73.96918,48,967.045316
-75.42336,51,967.06091
-81.78618,51,967.142426
-93.16284,53,967.244787
-79.05261,47,967.244876
-70.145935,45,967.54261
-97.176094,50,967.674417
-76.13646,45,967.72307
-88.97698,54,967.804482
-92.27678,54,967.820921
-90.15001,51,967.904257
-67.05975,52,967.904345
-73.9225,41,967.920735
-92.7912,57,968.079697
-87.589066,53,968.113203
-72.444275,39,968.178475
-71.56941,46,968.422985
-81.64495,49,968.523442
-87.833496,44,968.639157
-89.14378,51,968.639252
-85.165054,51,968.655188
-95.47886,53,980.23843
-82.29496,45,980.289704
-81.73118,39,980.289774
-110.657394,58,980.323004
-89.48495,49,980.390779
-85.49609,46,980.656676
-79.649864,42,980.80875
-77.92177,34,980.859879
-98.77005,55,980.912416
-96.57809,47,980.912486
-109.35793,53,980.997624
-89.63656,52,981.115491
-80.43814,50,981.16833
-83.218506,52,981.168401
-77.342316,46,981.168415
-99.62179,42,981.375169
-75.97923,38,981.560759
-95.02789,48,981.629753
-89.4194,43,981.648716
-113.13472,57,981.833744
-90.48723,51,981.869107
-68.12252,41,981.869166
-85.615746,43,981.90205
-75.948105,44,981.918763
-100.5967,51,981.988128
-72.25513,45,982.140384
-72.9028,42,982.343647
-92.45856,49,982.393944
-91.25034,47,982.442831
-71.52151,42,982.629851
-73.053375,46,982.64661
-89.79881,46,982.680426
-74.36426,50,982.680481
-92.074066,49,982.697346
-72.85083,49,982.820487
-85.824776,40,982.820575
-72.26409,42,983.100804
-81.100815,50,983.185791
-85.37387,47,983.237428
-75.171524,49,983.455675
-76.953545,48,983.455761
-72.32767,41,983.507176
-94.60147,49,983.507242
-79.07885,54,983.593834
-105.22084,55,983.628011
-88.37237,48,983.628074
-73.609024,37,983.812718
-104.52595,51,984.097941
-101.36542,62,984.149146
-84.18157,44,984.250826
-115.88823,54,984.36732
-95.399864,56,984.401262
-97.75829,46,984.401315
-110.22836,54,984.418594
-97.37421,51,984.453094
-93.49001,50,984.469771
-99.38599,49,984.638186
-90.07222,50,984.943896
-90.75296,41,984.943982
-104.97946,51,985.011957
-73.067375,39,985.061971
-74.24924,38,985.094206
-83.97912,41,985.111546
-73.635056,51,985.230787
-85.207275,52,985.28054
-109.33794,57,985.427581
-77.97769,52,985.511993
-100.077866,45,985.69356
-86.92844,36,985.710554
-95.15536,47,985.726575
-79.21937,47,985.878098
-104.89375,50,985.893612
-95.469086,53,985.89365
-75.64293,42,985.926478
-87.155075,45,986.024279
-64.97379,42,986.124052
-70.87039,45,986.254337
-82.62966,48,986.48911
-96.80457,49,986.52257
-83.62803,52,986.589118
-71.49155,41,986.605968
-75.69948,47,986.673298
-78.88835,50,986.72496
-95.65454,53,986.757504
-86.13645,41,986.808364
-73.11272,51,986.876725
-74.9975,49,987.074646
-77.93447,43,987.23495
-83.1007,44,987.316217
-82.39816,45,987.347835
-83.79697,53,987.363965
-102.44532,45,987.413707
-74.92813,34,987.430819
-71.77246,45,987.498635
-102.37757,50,987.547692
-88.621445,54,987.693648
-73.21516,34,987.792652
-108.87663,50,987.889544
-88.91641,43,988.121257
-76.3609,51,988.184153
-69.255325,51,988.202479
-72.54561,44,988.21876
-109.83145,55,988.218803
-118.78331,54,988.317374
-84.857124,48,988.334797
-98.31368,53,988.56697
-98.271065,46,988.649716
-105.405876,53,988.665936
-75.53996,44,988.847177
-91.209045,44,988.928605
-97.805244,50,989.044454
-96.17718,51,989.060677
-80.407936,57,989.127122
-81.67003,50,989.14466
-83.32708,50,989.161226
-71.823944,43,989.281376
-83.30069,45,989.397485
-90.84469,49,989.483614
-81.69853,49,989.663602
-132.3164,47,989.714144
-68.862144,42,989.76562
-77.96185,43,989.76569
-91.071945,48,989.934481
-79.08133,40,989.949994
-78.725426,47,989.950033
-63.11739,36,989.99838
-126.65443,56,990.080923
-75.51011,40,990.150316
-90.95372,24,990.348994
-78.027466,41,990.45271
-68.82486,34,990.503029
-105.395134,53,990.550045
-102.025,50,990.550111
-95.59124,55,990.682312
-83.31829,41,990.764739
-78.755775,48,990.797899
-96.66059,51,990.797958
-84.05535,47,990.930458
-68.81761,37,991.060737
-93.749115,47,991.128635
-74.20407,47,991.326796
-98.40285,51,991.344414
-96.80291,55,991.461473
-75.58269,45,991.546599
-83.5238,56,991.613388
-96.15987,58,991.729637
-110.510574,57,991.746379
-69.52576,43,991.779092
-80.028275,41,991.811036
-96.19333,54,991.826257
-64.10834,41,992.010248
-86.8387,45,992.211948
-109.95303,53,992.228746
-96.283066,49,992.360659
-97.266396,50,992.447085
-87.32553,49,992.596776
-91.75803,53,992.63228
-78.31797,49,992.632336
-92.30541,57,992.683877
-87.43188,52,992.700617
-99.91224,47,992.798691
-82.470184,37,992.831951
-84.62359,48,993.031734
-100.37896,52,993.229
-85.06375,39,993.28052
-100.34915,52,993.313705
-75.73016,39,993.330817
-72.871506,44,993.364639
-74.24316,37,993.444191
-87.82961,53,993.477643
-79.12641,48,993.493361
-90.96918,50,993.625221
-77.22057,44,993.75884
-77.23486,36,993.960197
-66.02051,48,994.025153
-74.47588,42,994.025233
-79.576,52,994.140017
-87.47548,50,994.140113
-70.770905,44,994.207386
-89.561226,47,994.224144
-74.4456,43,994.342434
-96.80099,55,994.407717
-92.88861,44,994.492732
-94.60631,45,994.774997
-84.77208,53,994.840088
-84.708984,50,994.858016
-80.03972,49,994.958537
-133.13338,52,995.008927
-95.19308,49,995.025499
-74.55619,34,995.059313
-100.741325,57,995.604946
-87.739265,49,995.653319
-109.562935,58,995.734003
-77.83577,52,996.062454
-89.945816,48,996.079005
-60.19755,41,996.113507
-90.220856,51,996.11357
-85.86423,51,996.228513
-78.17611,49,996.260689
-73.28913,44,996.330014
-103.06895,54,996.379229
-86.41696,49,996.462985
-81.71993,47,996.515141
-76.80524,40,996.729329
-81.20998,41,996.762283
-71.72743,44,996.843972
-75.727905,39,996.875668
-94.75095,49,996.926805
-82.84507,43,996.973522
-81.49042,34,997.073959
-93.700775,52,997.188969
-94.09056,49,997.189058
-82.03912,53,997.339437
-77.05251,40,997.503442
-94.293076,48,997.522552
-91.88644,53,997.634264
-77.020874,42,997.666791
-80.40745,51,997.712714
-109.21793,52,997.778681
-104.322754,56,997.988304
-84.91368,51,998.019831
-82.04769,47,998.103182
-116.93251,56,998.103268
-93.05584,44,998.218897
-92.85664,50,998.331247
-103.38578,48,998.410976
-81.39432,46,998.460057
-86.89774,49,998.460137
-89.963524,43,998.476268
-94.5221,48,998.744267
-86.896965,50,998.882674
-84.78213,50,998.882762
-97.30686,58,998.929516
-80.945656,44,999.003395
-87.81728,45,999.138155
-65.21855,45,999.138633
-116.31365,61,999.153
-102.62994,50,999.167321
-87.25633,50,999.235509
-62.423405,42,999.399715
-87.79469,39,999.500393
-84.2773,46,999.614417
-78.60388,43,999.699609
-95.08153,59,999.877569
-71.18623,46,999.910116
-96.15038,51,999.976892
-100.72156,50,999.99342
-108.65548,53,1000.010784
-74.07661,55,1000.14504
-82.49757,46,1000.162829
-85.52409,44,1000.228163
-72.64283,37,1000.310282
-89.59026,53,1000.48643
-59.53741,33,1000.535041
-65.20163,43,1000.584093
-69.95279,38,1000.849119
-90.24402,53,1000.849214
-79.57412,52,1000.865522
-102.90546,58,1000.865564
-70.96939,46,1000.913712
-113.72128,58,1001.091167
-94.906555,50,1001.121876
-94.8015,48,1001.268577
-80.373184,47,1001.302465
-110.804756,50,1001.398826
-88.896194,48,1001.628893
-85.950096,51,1001.694048
-116.21788,55,1001.740988
-115.89622,56,1001.774232
-76.20321,41,1001.791344
-112.657135,56,1001.824405
-116.11296,48,1001.873782
-74.62334,37,1001.909329
-116.96348,41,1001.942964
-82.19037,51,1002.246551
-103.132515,42,1002.493593
-83.90182,43,1002.493682
-88.443275,53,1002.509202
-64.74013,50,1002.527242
-74.5889,49,1002.561065
-99.15822,46,1002.594351
-108.58854,50,1002.713737
-101.42266,47,1002.731046
-90.40819,53,1002.798175
-71.01219,46,1003.01594
-80.40542,41,1003.216665
-95.37633,44,1003.232433
-83.56862,47,1003.282088
-120.99347,46,1003.282157
-64.60196,47,1003.348377
-87.82459,42,1003.413584
-92.095116,53,1003.480312
-96.51593,47,1003.513326
-88.59573,46,1003.561758
-88.36939,48,1003.81022
-80.5766,41,1003.911988
-97.86835,49,1004.031337
-100.28526,47,1004.064235
-79.455894,43,1004.064289
-89.08249,50,1004.113129
-78.379486,41,1004.161046
-79.3184,49,1004.224302
-82.91707,42,1004.255957
-89.378265,47,1004.290281
-82.11712,47,1004.592355
-64.76834,49,1004.726739
-80.1807,42,1004.759307
-65.957245,41,1004.791435
-77.73753,45,1004.808474
-71.48994,48,1004.826769
-80.66907,45,1004.976878
-78.24486,51,1005.01029
-88.400894,48,1005.09589
-109.06906,52,1005.129647
-76.066216,53,1005.479592
-75.584694,42,1005.527756
-86.84132,33,1005.561157
-98.206604,51,1005.577704
-98.53154,49,1005.610623
-101.292564,57,1005.710698
-84.94495,55,1005.727544
-85.588455,47,1005.760713
-86.738785,50,1005.924282
-94.63315,52,1005.989672
-82.95091,41,1006.203466
-86.230415,47,1006.252071
-92.93746,46,1006.335834
-73.123695,45,1006.469221
